Num_Acc,an,mois,jour,heure,dep,com,agg,int,lum,atm,catr,circ,plan,surf,situ,sexe,age,trajet,typevehicule1,typevehicule2,typevehicule3,equipement1,equipement2,equipement3,equipement_bool,grav_num
201300004646,2013,9,1,17,007,07022,1,1,1,1.0,4,2.0,1.0,9.0,1.0,1.0,68.0,5.0,2.0,,,1.0,,,True,2
201300004649,2013,12,3,11,007,07027,1,6,1,1.0,3,1.0,2.0,1.0,1.0,1.0,77.0,5.0,7.0,,,2.0,,,True,2
201300004653,2013,1,3,15,007,07182,1,1,1,1.0,3,2.0,1.0,1.0,1.0,2.0,14.0,5.0,7.0,,,1.0,,,True,1
201300004660,2013,5,1,11,007,07207,1,1,1,1.0,3,2.0,4.0,1.0,1.0,1.0,50.0,5.0,7.0,,,2.0,,,True,2
201300004703,2013,6,2,20,026,26313,2,1,1,1.0,4,2.0,3.0,1.0,1.0,1.0,4.0,5.0,7.0,,,2.0,,,True,2
201300004790,2013,7,4,14,002,02722,2,3,1,7.0,4,2.0,1.0,1.0,5.0,1.0,52.0,4.0,10.0,,,9.0,,,True,1
201300004794,2013,9,6,16,002,02243,2,3,5,1.0,4,2.0,2.0,1.0,1.0,1.0,25.0,1.0,10.0,,,4.0,,,True,2
201300004795,2013,9,2,19,002,02722,2,1,2,1.0,4,2.0,1.0,1.0,1.0,1.0,50.0,4.0,7.0,,,9.0,,,True,2
201300004796,2013,10,3,19,002,02722,2,6,5,1.0,4,3.0,1.0,1.0,1.0,2.0,48.0,5.0,7.0,,,2.0,,,True,1
201300004800,2013,10,5,13,002,02722,2,2,1,1.0,4,2.0,2.0,1.0,1.0,2.0,67.0,5.0,7.0,,,9.0,,,True,2
201300004812,2013,10,1,17,038,38422,2,1,1,1.0,3,2.0,4.0,1.0,1.0,1.0,31.0,5.0,7.0,,,2.0,,,True,1
201300004823,2013,6,6,10,038,38027,2,1,1,1.0,5,2.0,1.0,1.0,1.0,2.0,55.0,5.0,21.0,,,2.0,,,True,2
201300004838,2013,9,3,15,038,38155,1,1,1,1.0,3,2.0,1.0,1.0,1.0,1.0,39.0,5.0,21.0,,,1.0,,,True,3
201300004840,2013,10,2,20,038,38412,1,1,1,8.0,3,2.0,1.0,1.0,1.0,1.0,13.0,3.0,7.0,,,2.0,,,True,2
201300004847,2013,9,4,13,038,38474,2,2,1,1.0,9,2.0,1.0,1.0,5.0,2.0,42.0,1.0,99.0,,,1.0,,,True,3
201300004850,2013,4,4,16,038,38511,1,1,1,1.0,3,2.0,2.0,1.0,1.0,1.0,61.0,5.0,7.0,,,1.0,,,True,2
201300004855,2013,11,6,18,038,38181,1,1,3,2.0,3,2.0,1.0,2.0,1.0,1.0,50.0,5.0,7.0,,,4.0,,,True,1
201300004874,2013,4,3,14,038,38565,1,6,1,1.0,3,2.0,1.0,1.0,1.0,1.0,52.0,1.0,7.0,,,2.0,,,True,2
201300004883,2013,8,6,15,038,38226,2,1,1,1.0,3,2.0,1.0,9.0,3.0,2.0,63.0,5.0,17.0,,,2.0,,,True,3
201300004886,2013,6,4,15,038,38529,2,6,1,1.0,3,2.0,2.0,1.0,1.0,1.0,70.0,5.0,7.0,,,2.0,,,True,2
201300004892,2013,10,3,16,038,38279,2,1,1,1.0,4,2.0,1.0,1.0,1.0,1.0,12.0,5.0,7.0,,,2.0,,,True,2
201300004895,2013,12,2,14,038,38071,2,1,1,1.0,3,2.0,1.0,1.0,1.0,1.0,79.0,5.0,7.0,,,2.0,,,True,2
201300004920,2013,7,4,17,038,38517,2,1,1,1.0,4,1.0,1.0,1.0,1.0,1.0,69.0,5.0,7.0,,,2.0,,,True,2
201300004930,2013,5,7,12,038,38455,1,1,1,1.0,3,2.0,1.0,1.0,1.0,1.0,55.0,5.0,7.0,,,2.0,,,True,2
201300004948,2013,8,5,15,038,38063,1,1,1,1.0,3,2.0,1.0,1.0,1.0,1.0,23.0,5.0,7.0,,,1.0,,,True,2
201300004970,2013,8,7,11,038,38315,2,1,1,1.0,3,2.0,1.0,1.0,1.0,2.0,78.0,5.0,7.0,,,1.0,,,True,2
201300004975,2013,12,1,19,038,38315,2,1,5,1.0,2,2.0,1.0,1.0,1.0,1.0,72.0,3.0,7.0,,,9.0,,,True,3
201300004991,2013,4,4,16,044,44035,2,1,1,3.0,3,2.0,1.0,2.0,1.0,1.0,53.0,1.0,40.0,,,2.0,,,True,0
201300004994,2013,8,6,18,044,44035,2,9,1,1.0,4,2.0,1.0,1.0,1.0,1.0,19.0,5.0,7.0,,,2.0,,,True,2
201300004997,2013,12,3,11,044,44035,2,6,1,2.0,3,2.0,3.0,2.0,1.0,1.0,67.0,2.0,7.0,,,2.0,,,True,2
201300005034,2013,10,6,14,038,38085,1,1,3,1.0,4,2.0,1.0,1.0,1.0,1.0,28.0,1.0,10.0,,,2.0,,,True,2
201300005062,2013,4,3,16,042,42208,1,1,1,1.0,3,2.0,3.0,1.0,1.0,2.0,37.0,5.0,10.0,,,2.0,,,True,2
201300005083,2013,5,5,14,042,42022,2,1,1,3.0,3,2.0,1.0,2.0,1.0,1.0,75.0,5.0,7.0,,,4.0,,,True,1
201300005092,2013,9,5,15,042,42304,1,1,1,1.0,3,2.0,3.0,1.0,1.0,1.0,56.0,5.0,7.0,,,2.0,,,True,1
201300005092,2013,9,5,15,042,42304,1,1,1,1.0,3,2.0,3.0,1.0,1.0,1.0,51.0,5.0,7.0,,,2.0,,,True,0
201300005093,2013,10,4,13,042,42304,2,1,1,1.0,3,2.0,1.0,1.0,1.0,1.0,64.0,5.0,10.0,,,2.0,,,True,2
201300005112,2013,7,4,14,042,42155,2,1,1,1.0,3,2.0,1.0,1.0,1.0,1.0,72.0,5.0,7.0,,,9.0,,,True,2
201300005123,2013,6,2,14,042,42222,2,1,1,1.0,3,3.0,1.0,1.0,1.0,1.0,64.0,5.0,14.0,,,2.0,,,True,3
201300005125,2013,9,4,15,042,42206,1,1,1,1.0,3,2.0,1.0,1.0,1.0,2.0,62.0,5.0,7.0,,,2.0,,,True,2
201300005132,2013,12,2,15,042,42081,1,1,1,1.0,3,2.0,1.0,1.0,1.0,1.0,80.0,5.0,14.0,,,2.0,,,True,2
201300005146,2013,9,1,15,042,42332,2,6,1,1.0,4,2.0,1.0,1.0,1.0,2.0,60.0,9.0,10.0,,,1.0,,,True,2
201300005163,2013,7,2,16,042,42152,1,1,1,1.0,4,2.0,1.0,2.0,1.0,1.0,16.0,5.0,7.0,,,1.0,,,True,2
201300005184,2013,11,6,17,073,73030,2,1,3,1.0,3,2.0,1.0,1.0,1.0,1.0,10.0,5.0,32.0,,,2.0,,,True,1
201300005192,2013,7,1,13,073,73118,1,1,1,1.0,3,2.0,1.0,1.0,5.0,1.0,65.0,5.0,15.0,,,2.0,,,True,2
201300005209,2013,7,5,14,073,73032,2,1,1,1.0,4,2.0,1.0,1.0,1.0,1.0,26.0,5.0,7.0,,,2.0,,,True,2
201300005247,2013,7,2,11,073,73040,2,1,1,1.0,4,2.0,1.0,1.0,1.0,2.0,5.0,5.0,10.0,,,2.0,,,True,3
201300005255,2013,4,2,14,074,74108,1,1,1,1.0,9,2.0,1.0,1.0,5.0,1.0,66.0,5.0,6.0,,,2.0,,,True,2
201300005259,2013,7,5,15,074,74267,2,1,1,1.0,3,2.0,1.0,1.0,1.0,2.0,53.0,2.0,10.0,,,2.0,,,True,2
201300005263,2013,8,6,14,074,74242,2,2,1,1.0,4,2.0,1.0,1.0,1.0,1.0,63.0,5.0,7.0,,,2.0,,,True,2
201300005281,2013,5,5,11,074,74042,1,1,1,8.0,3,2.0,1.0,1.0,1.0,1.0,51.0,5.0,14.0,,,2.0,,,True,2
201300005291,2013,6,7,15,074,74056,1,1,1,1.0,3,2.0,2.0,1.0,1.0,1.0,28.0,5.0,21.0,,,2.0,,,True,2
201300005292,2013,7,7,22,074,74056,1,1,3,1.0,4,2.0,1.0,1.0,1.0,1.0,54.0,5.0,7.0,,,1.0,,,True,2
201300005310,2013,5,4,14,074,74256,2,6,1,1.0,3,1.0,2.0,1.0,1.0,1.0,53.0,4.0,3.0,,,2.0,,,True,2
201300005312,2013,6,6,17,074,74256,2,9,1,1.0,4,2.0,1.0,1.0,1.0,1.0,43.0,5.0,7.0,,,2.0,,,True,2
201300005352,2013,12,7,16,074,74269,1,1,1,9.0,3,2.0,2.0,7.0,5.0,1.0,59.0,5.0,7.0,,,2.0,,,True,3
201300005390,2013,9,6,17,063,63368,1,1,1,1.0,3,2.0,3.0,1.0,1.0,1.0,51.0,5.0,7.0,,,2.0,,,True,2
201300005409,2013,6,1,17,063,63284,2,1,1,1.0,4,2.0,1.0,1.0,1.0,2.0,14.0,2.0,7.0,,,2.0,,,True,2
201300005436,2013,6,1,16,063,63003,2,1,1,1.0,3,2.0,1.0,1.0,1.0,1.0,46.0,5.0,7.0,,,2.0,,,True,1
201300005437,2013,6,5,11,063,63003,2,1,1,1.0,4,2.0,1.0,1.0,1.0,1.0,10.0,2.0,7.0,,,2.0,,,True,1
201300005462,2013,7,5,14,063,63279,1,1,1,1.0,3,2.0,1.0,1.0,1.0,1.0,66.0,5.0,37.0,,,2.0,,,True,1
201300005464,2013,8,3,10,063,63287,1,1,1,1.0,3,2.0,2.0,1.0,3.0,1.0,75.0,5.0,15.0,,,2.0,,,True,2
201300005469,2013,10,5,20,063,63352,2,1,5,1.0,3,2.0,1.0,1.0,1.0,1.0,55.0,1.0,7.0,,,4.0,,,True,2
201300005471,2013,7,3,16,063,63470,1,1,1,1.0,3,2.0,1.0,1.0,1.0,1.0,52.0,5.0,7.0,,,2.0,,,True,2
201300005501,2013,1,6,14,063,63195,1,1,1,1.0,3,2.0,1.0,1.0,1.0,1.0,65.0,5.0,39.0,,,2.0,,,True,2
201300005502,2013,2,2,10,063,63125,1,1,1,1.0,3,2.0,1.0,1.0,1.0,1.0,51.0,3.0,7.0,,,2.0,,,True,1
201300005507,2013,11,6,10,063,63195,1,1,1,1.0,3,2.0,1.0,1.0,1.0,1.0,52.0,5.0,10.0,,,2.0,,,True,1
201300005507,2013,11,6,10,063,63195,1,1,1,1.0,3,2.0,1.0,1.0,1.0,1.0,47.0,5.0,10.0,,,2.0,,,True,2
201300005523,2013,8,3,19,003,03198,1,1,2,1.0,3,2.0,1.0,1.0,1.0,1.0,53.0,5.0,7.0,,,2.0,,,True,2
201300005528,2013,7,5,12,003,03265,1,1,1,1.0,3,2.0,1.0,1.0,1.0,2.0,50.0,5.0,36.0,,,2.0,,,True,2
201300005529,2013,9,7,11,003,03102,2,1,2,8.0,3,2.0,3.0,2.0,1.0,2.0,46.0,4.0,7.0,,,4.0,,,True,2
201300005534,2013,5,4,16,003,03197,2,1,1,1.0,4,2.0,1.0,1.0,1.0,2.0,11.0,2.0,7.0,,,9.0,,,True,1
201300005566,2013,7,4,18,003,03193,2,1,1,7.0,4,2.0,1.0,1.0,1.0,1.0,13.0,5.0,10.0,,,2.0,,,True,2
201300005568,2013,9,5,11,003,03221,1,1,1,1.0,3,2.0,1.0,1.0,1.0,1.0,61.0,5.0,7.0,,,2.0,,,True,2
201300005629,2013,8,3,11,015,15026,1,1,1,6.0,3,2.0,3.0,1.0,3.0,1.0,58.0,5.0,34.0,,,2.0,,,True,3
201300005630,2013,8,4,14,015,15026,1,1,1,1.0,3,2.0,1.0,1.0,1.0,1.0,55.0,5.0,1.0,,,2.0,,,True,0
201300005630,2013,8,4,14,015,15026,1,1,1,1.0,3,2.0,1.0,1.0,1.0,1.0,13.0,5.0,1.0,,,2.0,,,True,2
201300005643,2013,6,4,14,043,43140,1,1,1,1.0,3,2.0,1.0,1.0,1.0,1.0,68.0,5.0,7.0,,,2.0,,,True,2
201300005662,2013,8,7,18,043,43216,2,3,1,1.0,3,2.0,2.0,1.0,1.0,2.0,9.0,5.0,7.0,,,2.0,,,True,2
201300005671,2013,7,7,12,043,43112,2,6,1,1.0,3,2.0,1.0,1.0,1.0,1.0,74.0,5.0,7.0,,,1.0,,,True,2
201300005695,2013,7,2,16,043,43211,2,3,1,1.0,4,2.0,1.0,1.0,1.0,1.0,8.0,5.0,7.0,,,2.0,,,True,2
201300005696,2013,9,6,14,043,43012,2,6,1,8.0,4,2.0,3.0,1.0,1.0,1.0,42.0,5.0,7.0,,,2.0,,,True,2
201300005717,2013,8,2,18,003,03185,2,6,1,1.0,4,1.0,2.0,1.0,1.0,1.0,52.0,1.0,7.0,,,9.0,,,True,2
201300005732,2013,7,3,14,003,03190,2,3,1,1.0,4,2.0,1.0,1.0,1.0,2.0,18.0,1.0,7.0,,,2.0,,,True,1
201300005756,2013,3,1,12,057,57433,2,1,1,1.0,3,2.0,1.0,1.0,1.0,1.0,40.0,1.0,7.0,,,4.0,,,True,1
201300005788,2013,8,6,17,057,57018,1,1,1,1.0,3,2.0,1.0,1.0,1.0,1.0,62.0,5.0,7.0,,,2.0,,,True,2
201300005814,2013,10,3,21,057,57560,1,1,3,1.0,3,2.0,3.0,1.0,1.0,1.0,31.0,5.0,7.0,,,4.0,,,True,2
201300005815,2013,7,3,16,057,57544,1,1,1,1.0,3,2.0,1.0,1.0,1.0,1.0,64.0,5.0,7.0,,,2.0,,,True,2
201300005815,2013,7,3,16,057,57544,1,1,1,1.0,3,2.0,1.0,1.0,1.0,1.0,66.0,5.0,7.0,,,2.0,,,True,1
201300005824,2013,6,3,17,057,57244,1,1,1,1.0,3,2.0,1.0,1.0,1.0,1.0,61.0,5.0,16.0,,,1.0,,,True,2
201300005840,2013,1,7,18,057,57117,1,1,3,2.0,3,2.0,1.0,2.0,1.0,1.0,18.0,5.0,7.0,,,4.0,,,True,2
201300005844,2013,4,2,15,057,57067,2,1,1,1.0,3,2.0,1.0,1.0,1.0,1.0,60.0,4.0,7.0,,,2.0,,,True,2
201300005865,2013,4,3,18,054,54320,1,1,1,1.0,3,2.0,1.0,1.0,1.0,1.0,32.0,5.0,7.0,,,2.0,,,True,2
201300005898,2013,4,3,13,054,54563,1,1,1,1.0,3,2.0,3.0,1.0,1.0,1.0,13.0,5.0,7.0,,,2.0,,,True,2
201300005906,2013,9,2,19,054,54397,2,6,1,1.0,3,4.0,3.0,1.0,1.0,2.0,63.0,5.0,7.0,,,2.0,,,True,1
201300005922,2013,5,6,19,003,03310,2,3,1,1.0,4,2.0,1.0,1.0,1.0,2.0,12.0,5.0,7.0,,,2.0,,,True,1
201300005925,2013,6,3,10,003,03310,2,1,1,1.0,4,2.0,1.0,1.0,1.0,1.0,78.0,5.0,12.0,,,2.0,,,True,0
201300005949,2013,10,4,15,003,03310,2,3,1,1.0,3,2.0,4.0,1.0,1.0,1.0,45.0,1.0,17.0,,,4.0,,,True,3
201300005955,2013,11,2,13,003,03310,2,2,1,2.0,4,3.0,1.0,2.0,1.0,1.0,14.0,5.0,10.0,,,4.0,,,True,1
201300005967,2013,12,3,12,003,03310,2,1,1,1.0,4,1.0,1.0,1.0,1.0,2.0,59.0,5.0,7.0,,,2.0,,,True,1
201300005977,2013,10,3,16,054,54171,1,1,1,8.0,3,2.0,1.0,2.0,1.0,2.0,21.0,5.0,7.0,,,2.0,,,True,2
201300005977,2013,10,3,16,054,54171,1,1,1,8.0,3,2.0,1.0,2.0,1.0,1.0,62.0,5.0,7.0,,,2.0,,,True,2
201300005977,2013,10,3,16,054,54171,1,1,1,8.0,3,2.0,1.0,2.0,1.0,1.0,65.0,5.0,7.0,,,2.0,,,True,2
201300006032,2013,10,1,19,055,55573,1,6,2,1.0,3,1.0,2.0,1.0,1.0,1.0,35.0,5.0,7.0,,,4.0,,,True,1
201300006039,2013,6,6,10,055,55102,1,1,1,1.0,3,2.0,1.0,1.0,1.0,1.0,61.0,5.0,7.0,,,2.0,,,True,2
201300006041,2013,8,1,17,055,55154,2,3,1,1.0,3,2.0,1.0,1.0,1.0,2.0,16.0,5.0,7.0,,,2.0,,,True,1
201300006089,2013,1,4,10,088,88465,2,1,1,8.0,3,2.0,1.0,1.0,1.0,1.0,47.0,5.0,7.0,,,1.0,,,True,2
201300006097,2013,7,4,11,088,88465,2,1,1,1.0,3,2.0,1.0,1.0,1.0,2.0,30.0,5.0,7.0,,,2.0,,,True,2
201300006098,2013,6,7,12,088,88465,1,1,1,1.0,4,2.0,1.0,1.0,1.0,2.0,81.0,5.0,7.0,,,9.0,,,True,2
201300006099,2013,7,2,16,088,88204,2,1,1,1.0,3,2.0,1.0,1.0,1.0,1.0,46.0,5.0,7.0,,,2.0,,,True,1
201300006106,2013,9,3,15,088,88225,2,1,1,1.0,3,2.0,1.0,1.0,1.0,1.0,10.0,2.0,10.0,,,2.0,,,True,2
201300006111,2013,7,5,12,088,88137,1,1,1,1.0,3,2.0,3.0,1.0,1.0,1.0,73.0,5.0,7.0,,,2.0,,,True,2
201300006112,2013,7,7,12,088,88270,1,1,1,6.0,3,2.0,1.0,1.0,1.0,1.0,32.0,5.0,7.0,,,2.0,,,True,3
201300006116,2013,8,3,14,088,88321,2,1,1,1.0,4,2.0,3.0,1.0,1.0,1.0,61.0,5.0,7.0,,,2.0,,,True,2
201300006127,2013,8,6,18,088,88058,2,2,1,1.0,3,2.0,4.0,1.0,1.0,1.0,12.0,5.0,7.0,,,9.0,,,True,2
201300006136,2013,12,5,16,088,88114,1,6,2,5.0,3,1.0,2.0,2.0,1.0,1.0,67.0,5.0,10.0,,,4.0,,,True,2
201300006138,2013,10,4,13,088,88148,1,1,1,1.0,3,2.0,1.0,1.0,1.0,1.0,48.0,5.0,7.0,,,2.0,,,True,2
201300006154,2013,9,5,15,088,88445,2,3,1,1.0,3,2.0,2.0,1.0,1.0,1.0,27.0,5.0,7.0,,,2.0,,,True,2
201300006172,2013,4,4,13,088,88451,2,1,1,1.0,3,2.0,1.0,1.0,1.0,1.0,73.0,5.0,7.0,,,9.0,,,True,2
201300006192,2013,10,6,12,067,67028,2,1,3,1.0,4,2.0,1.0,1.0,1.0,1.0,48.0,1.0,7.0,,,1.0,,,True,2
201300006197,2013,8,1,18,067,67268,2,1,1,7.0,4,2.0,1.0,1.0,1.0,2.0,49.0,5.0,7.0,,,2.0,,,True,2
201300006205,2013,5,6,16,067,67130,1,1,1,1.0,3,2.0,1.0,1.0,1.0,2.0,56.0,5.0,33.0,,,1.0,,,True,2
201300006210,2013,8,3,14,067,67438,1,1,1,1.0,3,2.0,3.0,1.0,1.0,1.0,65.0,3.0,7.0,,,1.0,,,True,2
201300006220,2013,8,4,14,067,67523,1,1,1,1.0,3,2.0,1.0,1.0,1.0,1.0,62.0,5.0,10.0,,,1.0,,,True,2
201300006225,2013,5,5,17,067,67046,2,3,1,1.0,4,2.0,1.0,1.0,1.0,2.0,10.0,5.0,7.0,,,9.0,,,True,2
201300006227,2013,7,4,10,067,67169,1,6,1,1.0,3,2.0,3.0,1.0,1.0,1.0,39.0,1.0,7.0,,,2.0,,,True,2
201300006230,2013,5,2,17,067,67300,2,1,1,1.0,4,2.0,1.0,1.0,1.0,1.0,64.0,5.0,7.0,,,2.0,,,True,1
201300006231,2013,7,5,16,067,67313,2,1,1,7.0,4,2.0,1.0,1.0,1.0,2.0,6.0,5.0,10.0,,,1.0,,,True,2
201300006236,2013,9,2,14,067,67300,2,1,1,7.0,3,2.0,2.0,1.0,1.0,2.0,61.0,5.0,7.0,,,1.0,,,True,2
201300006239,2013,1,2,13,067,67411,2,1,1,8.0,4,2.0,1.0,2.0,1.0,1.0,12.0,2.0,33.0,,,2.0,,,True,1
201300006272,2013,10,4,18,067,67105,2,1,1,1.0,3,2.0,1.0,1.0,4.0,1.0,14.0,5.0,80.0,,,1.0,,,True,2
201300006278,2013,6,3,18,067,67067,2,1,1,1.0,3,2.0,1.0,1.0,3.0,1.0,38.0,1.0,33.0,,,1.0,,,True,0
201300006287,2013,8,1,11,067,67460,2,8,1,1.0,3,2.0,1.0,1.0,1.0,1.0,65.0,5.0,20.0,,,2.0,,,True,3
201300006300,2013,5,1,10,067,67001,2,1,1,1.0,3,2.0,1.0,1.0,1.0,1.0,48.0,5.0,34.0,,,1.0,,,True,1
201300006326,2013,10,2,15,067,67310,1,2,1,1.0,3,2.0,1.0,1.0,1.0,2.0,75.0,5.0,7.0,,,1.0,,,True,2
201300006331,2013,5,2,13,067,67451,2,1,1,1.0,3,2.0,1.0,1.0,1.0,1.0,54.0,5.0,7.0,,,2.0,,,True,2
201300006338,2013,10,6,15,067,67327,1,1,1,1.0,3,2.0,1.0,1.0,1.0,1.0,38.0,5.0,10.0,,,2.0,,,True,1
201300006338,2013,10,6,15,067,67327,1,1,1,1.0,3,2.0,1.0,1.0,1.0,1.0,69.0,5.0,10.0,,,2.0,,,True,3
201300006348,2013,1,5,10,068,68007,1,9,1,1.0,3,2.0,1.0,1.0,1.0,1.0,54.0,5.0,7.0,,,2.0,,,True,2
201300006349,2013,3,3,15,068,68145,2,1,1,1.0,3,2.0,1.0,1.0,5.0,1.0,69.0,5.0,7.0,,,9.0,,,True,1
201300006351,2013,5,5,14,068,68331,2,3,1,1.0,4,2.0,1.0,1.0,1.0,1.0,8.0,5.0,7.0,,,9.0,,,True,2
201300006359,2013,8,3,18,068,68026,2,1,1,1.0,4,2.0,1.0,1.0,5.0,1.0,47.0,1.0,7.0,,,2.0,,,True,2
201300006360,2013,10,3,16,068,68310,1,6,1,7.0,3,1.0,2.0,1.0,1.0,1.0,77.0,5.0,7.0,,,9.0,,,True,2
201300006368,2013,9,6,16,068,68311,1,1,1,1.0,3,2.0,1.0,1.0,1.0,1.0,36.0,5.0,33.0,,,2.0,,,True,2
201300006369,2013,10,3,17,068,68117,2,1,1,1.0,3,2.0,1.0,1.0,1.0,2.0,16.0,1.0,7.0,,,1.0,,,True,2
201300006375,2013,7,7,18,068,68230,2,4,1,8.0,3,2.0,2.0,2.0,1.0,2.0,76.0,5.0,3.0,,,2.0,,,True,2
201300006388,2013,6,2,16,068,68269,1,1,1,7.0,4,2.0,2.0,1.0,1.0,1.0,50.0,5.0,2.0,,,1.0,,,True,2
201300006395,2013,5,2,12,068,68155,2,6,1,1.0,3,2.0,1.0,1.0,1.0,2.0,17.0,5.0,7.0,,,9.0,,,True,2
201300006399,2013,9,2,18,068,68338,2,1,1,7.0,3,2.0,1.0,1.0,1.0,1.0,50.0,5.0,7.0,,,2.0,,,True,2
201300006436,2013,9,6,12,068,68251,2,1,1,1.0,4,1.0,3.0,1.0,1.0,2.0,10.0,5.0,7.0,,,2.0,,,True,2
201300006470,2013,8,7,15,068,68342,1,1,1,7.0,3,2.0,2.0,1.0,1.0,1.0,35.0,5.0,7.0,,,2.0,,,True,1
201300006493,2013,2,3,14,051,51476,1,1,1,1.0,3,2.0,1.0,1.0,1.0,1.0,8.0,5.0,21.0,,,9.0,,,True,3
201300006494,2013,3,4,17,051,51559,2,2,1,1.0,4,2.0,1.0,1.0,1.0,1.0,11.0,2.0,10.0,,,2.0,,,True,2
201300006500,2013,10,6,14,051,51612,2,1,1,2.0,4,2.0,1.0,2.0,1.0,1.0,11.0,5.0,7.0,,,2.0,,,True,2
201300006546,2013,7,2,11,051,51282,1,1,1,7.0,3,2.0,1.0,1.0,1.0,1.0,45.0,5.0,7.0,,,9.0,,,True,2
201300006547,2013,9,5,17,051,51569,1,1,3,1.0,3,2.0,1.0,1.0,1.0,1.0,31.0,1.0,7.0,,,9.0,,,True,3
201300006561,2013,3,2,13,051,51649,2,1,1,2.0,4,2.0,1.0,2.0,1.0,1.0,21.0,1.0,10.0,,,4.0,,,True,1
201300006566,2013,6,4,16,051,51649,2,1,1,1.0,3,2.0,1.0,1.0,4.0,2.0,49.0,5.0,7.0,,,2.0,,,True,2
201300006602,2013,4,3,17,008,08363,2,1,1,1.0,4,2.0,1.0,1.0,1.0,1.0,11.0,5.0,7.0,,,2.0,,,True,1
201300006617,2013,4,7,17,008,08009,2,1,1,1.0,3,2.0,1.0,1.0,1.0,2.0,10.0,2.0,7.0,,,2.0,,,True,3
201300006618,2013,9,1,15,008,08053,2,2,2,1.0,3,2.0,1.0,1.0,1.0,1.0,18.0,1.0,7.0,,,4.0,,,True,3
201300006657,2013,8,1,16,010,10282,1,1,1,2.0,3,2.0,1.0,2.0,1.0,2.0,65.0,3.0,7.0,,,9.0,,,True,3
201300006668,2013,10,3,15,010,10255,1,1,1,1.0,3,2.0,3.0,1.0,1.0,1.0,51.0,5.0,7.0,,,2.0,,,True,2
201300006668,2013,10,3,15,010,10255,1,1,1,1.0,3,2.0,3.0,1.0,1.0,1.0,68.0,5.0,7.0,,,2.0,,,True,2
201300006668,2013,10,3,15,010,10255,1,1,1,1.0,3,2.0,3.0,1.0,1.0,1.0,70.0,5.0,7.0,,,2.0,,,True,3
201300006668,2013,10,3,15,010,10255,1,1,1,1.0,3,2.0,3.0,1.0,1.0,1.0,64.0,5.0,7.0,,,2.0,,,True,2
201300006668,2013,10,3,15,010,10255,1,1,1,1.0,3,2.0,3.0,1.0,1.0,1.0,62.0,5.0,7.0,,,2.0,,,True,2
201300006671,2013,3,2,17,010,10326,1,1,1,1.0,3,2.0,3.0,1.0,1.0,1.0,54.0,1.0,10.0,,,4.0,,,True,3
201300006676,2013,2,5,16,010,10213,1,1,1,5.0,3,2.0,1.0,2.0,1.0,2.0,60.0,1.0,10.0,,,4.0,,,True,2
201300006693,2013,4,1,16,010,10355,1,1,2,1.0,3,2.0,1.0,1.0,1.0,2.0,42.0,1.0,7.0,,,4.0,,,True,1
201300006708,2013,10,2,14,052,52272,1,1,1,1.0,3,2.0,1.0,1.0,1.0,1.0,53.0,5.0,15.0,,,2.0,,,True,2
201300006734,2013,9,5,14,052,52269,2,6,1,1.0,2,2.0,1.0,3.0,1.0,1.0,45.0,4.0,10.0,,,2.0,,,True,2
201300006790,2013,5,4,18,021,21295,1,6,1,1.0,3,2.0,1.0,1.0,1.0,1.0,21.0,1.0,10.0,,,1.0,,,True,2
201300006796,2013,9,6,15,021,21295,1,1,1,1.0,3,2.0,1.0,1.0,1.0,1.0,65.0,5.0,7.0,,,2.0,,,True,1
201300006818,2013,5,4,11,021,21387,1,1,1,2.0,3,2.0,1.0,2.0,1.0,2.0,50.0,5.0,6.0,,,1.0,,,True,2
201300006822,2013,7,3,15,021,21461,2,3,1,9.0,3,2.0,1.0,1.0,1.0,1.0,16.0,5.0,7.0,,,2.0,,,True,1
201300006835,2013,8,1,15,021,21154,2,6,1,1.0,3,2.0,2.0,1.0,1.0,1.0,14.0,5.0,7.0,,,2.0,,,True,2
201300006957,2013,6,6,14,071,71176,1,1,1,1.0,3,2.0,1.0,1.0,1.0,1.0,67.0,5.0,7.0,,,2.0,,,True,3
201300006980,2013,2,1,17,071,71263,2,1,2,2.0,3,2.0,1.0,2.0,1.0,1.0,73.0,3.0,7.0,,,4.0,,,True,2
201300007100,2013,7,1,12,089,89399,1,1,1,1.0,3,2.0,1.0,1.0,3.0,1.0,65.0,4.0,7.0,,,1.0,,,True,2
201300007147,2013,8,6,13,025,25021,2,8,1,1.0,3,2.0,1.0,1.0,1.0,1.0,90.0,3.0,39.0,,,2.0,,,True,3
201300007164,2013,10,5,17,025,25481,1,2,1,1.0,3,2.0,1.0,1.0,1.0,1.0,35.0,5.0,7.0,,,2.0,,,True,1
201300007172,2013,11,6,13,025,25367,2,1,5,1.0,3,2.0,1.0,1.0,1.0,1.0,45.0,1.0,7.0,,,4.0,,,True,1
201300007189,2013,6,6,12,025,25546,1,1,1,1.0,3,2.0,4.0,1.0,1.0,2.0,61.0,5.0,7.0,,,2.0,,,True,3
201300007204,2013,1,4,17,025,25508,2,1,2,3.0,4,2.0,3.0,2.0,1.0,1.0,15.0,2.0,7.0,,,4.0,,,True,2
201300007211,2013,8,5,16,025,25137,1,1,1,1.0,3,3.0,4.0,1.0,1.0,1.0,72.0,5.0,7.0,,,2.0,,,True,2
